year,state,Working_Age_Population_thousands, Employed_Person_in_Thousands,Total_Working_Age_Population,Total_Employed_Person,Overall_Employment_Rate
2014,Melaka,302.9,233.4,599.5,394.9,0.658715596
2014,Negeri Sembilan,387.8,294.6,742.1,466.5,0.62862148
2014,Pahang,574.8,449,1063.1,683.2,0.642648857
2014,Pulau Pinang,606.2,479.5,1203.1,839.2,0.697531377
2014,Perak,840.2,612.8,1645.6,954.2,0.579849295
2014,Perlis,81.5,60.7,164.2,95.2,0.579780755
2014,Selangor,2274,1816.4,4343,3033.6,0.698503339
2014,Terengganu,371.6,265.7,725.7,414.8,0.571586055
2014,Sabah,1387,1125.7,2625.3,1740.9,0.663124214
2014,Sarawak,948.6,779.5,1799,1232.3,0.684991662
2014,W.P. Kuala Lumpur,644.2,499.2,1270.1,852,0.670813322
2014,W.P. Labuan,32.3,26.2,64.4,40.8,0.633540373
2014,W.P. Putrajaya,22.4,18.1,50.5,40.3,0.798019802
2015,Johor,1334.2,1023.3,2491.3,1582.6,0.635250672
2015,Kedah,716.5,535.1,1407.5,881.6,0.626358792
2015,Kelantan,555.8,394,1105.3,652.1,0.589975572
2015,Melaka,310,233.8,613.4,398.3,0.649331594
2015,Negeri Sembilan,391.6,295,749.5,468.8,0.625483656
2015,Pahang,582.3,453.8,1076.6,697.5,0.647872933
2015,Pulau Pinang,614.1,483.7,1221.1,834.2,0.683154533
2015,Perak,848.8,624.2,1660.6,981.8,0.591232085
2015,Perlis,82.8,62.3,166.5,98.1,0.589189189
2015,Selangor,2318.4,1842.2,4431.9,3135,0.707371556
2015,Terengganu,378.1,267,740.3,420.4,0.567877887
2015,Sabah,1405.3,1155,2670.4,1771.2,0.66327142
2015,Sarawak,967.7,776.2,1834.8,1214.8,0.662088511
2015,W.P. Kuala Lumpur,666.8,502.4,1302.2,853.5,0.655429274
2015,W.P. Labuan,33,25.8,65.5,39.5,0.603053435
2015,W.P. Putrajaya,22.5,17.3,51,38.5,0.754901961
2016,Johor,1352,1062.9,2527.7,1639.1,0.648455117
2016,Kedah,727.5,553.1,1427.5,910.9,0.638108581
2016,Kelantan,570.4,404.6,1133.4,657.8,0.580377625
2016,Melaka,314,236.7,621.8,400.8,0.644580251
2016,Negeri Sembilan,396.6,297.6,759,479.7,0.63201581
2016,Pahang,590.3,457.9,1092.1,710.6,0.650673015
2016,Pulau Pinang,623,493.5,1239,845.5,0.682405165
2016,Perak,857.4,643.6,1678,1023.1,0.609713945
2016,Perlis,83.6,64.5,168,103.2,0.614285714
2016,Selangor,2358.8,1926.7,4511.8,3325,0.736956425
2016,Terengganu,387,288,757.4,447.2,0.590440982
2016,Sabah,1444.7,1221.7,2744.1,1927.1,0.702270325
2016,Sarawak,991.7,812.1,1878.2,1260.1,0.670908316
2016,W.P. Kuala Lumpur,669.3,503.4,1306.4,855.4,0.654776485
2016,W.P. Labuan,33.4,28.1,66.5,43.6,0.655639098
2016,W.P. Putrajaya,22.7,17.7,51.4,38.8,0.754863813
2017,Johor,1370.4,1053.9,2565,1616.7,0.630292398
2017,Kedah,738.9,548.9,1447.9,906.3,0.625941018
2017,Kelantan,584.5,410.5,1160.2,676.1,0.582744354
2017,Melaka,318.4,242.5,630.6,406.2,0.64414843
2017,Negeri Sembilan,403.3,300.5,770.9,477.3,0.619146452
2017,Pahang,600.3,455.6,1110.1,690.1,0.621655707
2017,Pulau Pinang,633,487.3,1259.7,823.8,0.65396523
2017,Perak,865,629.7,1693.1,1013.4,0.598547044
2017,Perlis,83.7,61.8,168.6,98.4,0.583629893
2017,Selangor,2389.2,1914.8,4573.4,3359.3,0.734530109
2017,Terengganu,396.4,279.6,775.1,438.2,0.565346407
2017,Sabah,1473.7,1178.4,2800.7,1796.3,0.64137537
2017,Sarawak,1007.3,801.2,1909.1,1253.7,0.656696873
2017,W.P. Kuala Lumpur,670.2,505.7,1309,844.4,0.645072574
2017,W.P. Labuan,33.8,25.7,67.3,38.5,0.572065379
2017,W.P. Putrajaya,23.4,17.4,52.9,38.1,0.720226843
2018,Johor,1389,1067.5,2605.1,1693.3,0.649994242
2018,Kedah,745.7,557.4,1461.2,909.2,0.622228306
2018,Kelantan,597.6,425.8,1183.6,683.4,0.57739101
2018,Melaka,321.4,242.9,636.6,416.8,0.654728244
2018,Negeri Sembilan,406.6,301.6,777.4,488.7,0.628633908
2018,Pahang,608.1,472,1125,716.7,0.637066667
2018,Pulau Pinang,640.4,488.6,1274.4,830.8,0.651914626
2018,Perak,870.5,638.6,1705.7,1034.8,0.606671748
2018,Perlis,84,65.3,169,104,0.615384615
2018,Selangor,2421.2,1942.2,4638.2,3446.7,0.743111552
2018,Terengganu,402.7,286.9,788.3,447.8,0.568057846
2018,Sabah,1496.9,1200.4,2845.9,1825.5,0.641449102
2018,Sarawak,1021.4,819.7,1938.2,1274.4,0.657517284
2018,W.P. Kuala Lumpur,669.3,489.3,1304.6,824.4,0.631917829
2018,W.P. Labuan,34.2,26.5,68.3,41.4,0.606149341
2018,W.P. Putrajaya,26.8,17.3,60.5,38.4,0.634710744
2019,Johor,1383.8,1091,2608.7,1756.2,0.673208878
2019,Kedah,747,576,1466,923.6,0.630013643
2019,Kelantan,606.4,431.5,1200.4,682.4,0.568477174
2019,Melaka,322.5,251.7,640,428.3,0.66921875
2019,Negeri Sembilan,405.8,301,778.4,482.5,0.619861254
2019,Pahang,608.3,476.5,1130.5,719.5,0.636444051
2019,Pulau Pinang,642,499.6,1278.2,835.6,0.65373181
2019,Perak,872.7,655.1,1712.5,1043.7,0.609459854
2019,Perlis,84.1,65.8,169,108.6,0.64260355
2019,Selangor,2422.8,1953.3,4654.2,3489.5,0.749752911
2019,Terengganu,406.8,299.3,797.9,471,0.590299536
2019,Sabah,1501.2,1227.7,2858.1,1908.6,0.667786292
2019,Sarawak,1027.7,842.4,1957,1304.7,0.6666837
2019,W.P. Kuala Lumpur,664.7,487.6,1295.7,841,0.649070001
2019,W.P. Labuan,34.1,26.2,68.5,40.3,0.588321168
2019,W.P. Putrajaya,28.7,17.8,65,38.1,0.586153846
2020,Johor,1529.7,1173.8,2805.6,1775.7,0.632912746
2020,Kedah,729.9,583.2,1424.2,914.7,0.642255301
2020,Kelantan,571.2,433.9,1141.3,680.8,0.596512749
2020,Melaka,374.1,245.3,701.4,417.4,0.595095523
2020,Negeri Sembilan,428.4,284.5,816.6,474.1,0.580578006
2020,Pahang,575.5,471.9,1066.6,715.9,0.6711982
2020,Pulau Pinang,653,490.2,1275.7,832.9,0.652896449
2020,Perak,896,639.8,1694,1042.8,0.615584416
2020,Perlis,102.2,64.4,204.3,105.6,0.516886931
2020,Selangor,2675.1,1912.1,4962.1,3446.5,0.694564801
2020,Terengganu,389.9,301.4,757.1,465,0.614185709
2020,Sabah,1215.2,1166.8,2319.6,1869.6,0.806001035
2020,Sarawak,899.6,810.1,1728.8,1262.3,0.730159648
2020,W.P. Kuala Lumpur,789,508.2,1455.8,874.5,0.600700646
2020,W.P. Labuan,33,26.7,65.4,42.8,0.654434251
2020,W.P. Putrajaya,31.5,16.5,66.1,36.1,0.546142209

